client_id,residence_country 1,residence_country 2,residence_country 3,residence_country 4,residence_country 5,residence_country 6,residence_country 7,residence_other region 1,residence_other region 2,residence_other region 3,residence_other region 4,residence_other region 5,residence_other region 6,residence_other region 7,residence_other region 8,gender_female,gender_male,generation_gen silent/boomers,generation_gen x,generation_gen z/alpha,generation_millennials,category_children clothes,category_handbags,category_men clothes,category_men shoes,category_other,category_soft,category_women clothes,category_women shoes,color_cool_jewel,color_neutral_pastel,color_other,color_vivid_metallic,color_warm_earth,season_autumn,season_spring,season_summer,season_winter,total_sum
520305908,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,9,0,1,0,0,0,3,1,1,0,5,0,7,0,3,10
520308078,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,8,1,4,15,0,11,8,17,5,11,3,11,23,6,3,15,47
520551791,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0,0,2,0,0,0,0,1,3,0,0,0,4,0,0,4
520837675,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,4,0,1,1,1,0,0,5,0,0,2,1,4,2,0,7
520941207,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
521127623,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,13,3,4,9,2,1,2,10,5,2,1,18
521137581,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,5,0,0,4,0,0,0,4,2,1,2,2,0,0,7,9
521152380,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2,7,2,3,2,2,0,4,6,3,1,1,11
521202805,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,3,7,6,9,0,6,4,9,18,3,4,1,17,4,8,6,35
521464280,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,5,5,2,2,3,2,6,4,0,5,0,2,2,13,17
521497065,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,8,0,1,11,0,6,9,1,13,9,0,12,8,17,7,3,35
521585735,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,0,0,1,0,1,0,1,0,1,0,2
521644224,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,3,0,1,0,3,3,0,6,2,1,1,0,7,3,0,10
521705290,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,4,2,0,2,0,0,4,6,0,0,0,6
521856100,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,4,14,23,2,2,2,12,10,12,5,10,14,14,13,8,49
521929707,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,9,2,3,3,20,7,6,13,9,0,17,20,8,8,9,45
521929991,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,12,0,0,0,1,2,3,0,6,0,0,0,12,12
521953223,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,9,4,5,8,1,9,5,4,7,0,24,0,2,26
522053466,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2,0,0,3,0,0,2,0,1,4,0,2,6,1,0,0,7
522199075,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3,7,2,1,3,39,9,15,20,5,7,17,16,19,15,14,64
522241951,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,10,1,1,0,1,2,1,3,7,1,4,4,0,12,0,16
522278331,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,9,1,10,1,6,10,2,8,9,8,10,14,2,19,2,37
522302847,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,16,0,1,14,1,0,16,1,22,13,1,11,14,20,6,8,48
522364086,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,6,0,0,4,0,8,2,0,0,0,0,5,5,10
522449234,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,4,0,4,2,21,5,9,10,3,2,12,9,4,9,14,36
522571963,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,5,1,2,1,1,1,2,1,6,0,0,7
522781660,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,8,1,2,0,15,1,5,11,4,1,7,3,2,14,9,28
523175824,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,6,8,2,1,0,1,0,10,3,1,4,2,5,1,10,18
523289933,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,3,6,2,0,5,1,1,4,10,0,1,0,11
523599036,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,4,1,0,1,12,5,3,10,5,1,4,10,5,4,4,23
523866952,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,0,0,2,0,1,1,0,0,6,0,0,0,5,1,0,6
523874250,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,4,0,2,0,1,0,1,5,2,0,0,0,3,1,4,8
523951806,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,8,5,16,0,3,7,5,1,13,1,9,9,10,29
523979566,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2,0,1,0,0,1,0,1,1,0,2,0,0,3,1,4
524057816,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,2,4,0,0,4,1,4,2,3,1,1,4,4,2,11
524081906,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,2,0,1,1,0,0,1,0,0,3,0,3
524185768,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,15,6,3,1,0,0,12,5,2,0,6,2,5,11,7,25
524305670,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,5,0,0,5,0,0,0,0,4,1,1,4,1,0,3,6,10
524333770,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,5,1,1,2,1,1,1,1,3,1,1,6
524459392,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,12,0,1,8,0,1,3,6,3,2,2,13
524581632,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,4,0,16,5,8,2,3,1,2,13,6,2,16,19,4,1,15,39
524601516,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,3,0,0,0,4,0,1,2,0,0,4,6,0,1,0,7
524620702,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,17,4,0,0,17,0,2,4,8,9,14,4,9,16,5,20,3,44
524809955,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,9,10,1,1,3,4,2,10,11,0,7,2,20
525148070,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,2,0,2,1,4,0,3,2,2,0,3,4,0,2,4,10
525150196,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,7,0,1,0,3,0,3,3,1,3,5,0,8,5,4,2,6,17
525152487,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2,1,1,2,0,0,0,0,0,1,2,3
525196720,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,0,0,4,0,18,3,6,12,4,2,3,8,3,1,15,27
525224566,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,5,5,5,11,0,5,2,1,12,6,1,13,7,10,1,15,33
525246112,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,2,0,1,0,0,0,2,0,1,1,1,3
525309662,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,2,0,1,1,0,2,1,0,3,1,0,0,5,6
525507906,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,3,1,0,0,6,2,0,8,1,1,3,4,1,1,7,13
525545261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,15,0,14,1,3,1,23,1,7,13,6,4,28,9,15,11,23,58
525645435,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,0,0,1,1,10,3,7,4,3,1,2,3,10,4,0,17
525716059,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,10,3,3,0,0,0,8,2,2,0,4,2,7,7,0,16
525760296,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,22,5,7,2,8,5,7,18,7,4,15,7,17,13,14,51
525780364,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,5,0,0,6,0,6,7,2,14,5,0,3,7,5,5,7,24
525913008,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,3,0,0,1,0,1,4,1,3,4,0,1,0,1,4,4,9
525979884,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,0,2,10,0,0,3,1,7,8,0,1,2,7,7,1,17
526014242,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,22,11,16,0,4,6,6,19,20,1,14,11,26,0,23,60
526089392,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2,13,7,11,4,5,17,6,25,7,3,18,9,14,19,17,59
526102946,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,4,1,0,3,2,0,1,5,1,0,0,6
526108158,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,0,0,1,1,11,4,2,8,6,0,3,10,3,6,0,19
526215697,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,7,0,11,6,27,0,3,20,5,8,16,21,4,7,20,52
526220601,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,3,0,0,0,1,0,1,3,0,0,0,0,0,4,0,4
526335188,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,12,7,5,0,15,9,6,16,8,3,15,6,13,17,12,48
526340436,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,3,2,0,0,0,2,3,0,0,1,3,0,2,1,6
526371418,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,5,0,0,0,0,1,4,0,1,0,0,0,6,6
526399102,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,1,3,1,1,4,1,0,2,0,5,3,0,8
526534064,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,4,0,0,9,0,0,0,0,8,2,2,1,2,7,4,0,13
526683661,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,2,2,1,0,1,0,3,0,0,5,0,5
526799269,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,3,0,0,2,0,0,0,0,0,4,0,1,0,0,0,5,5
526860552,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,7,2,0,5,0,6,5,0,5,2,1,1,12,16
526959281,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,3,0,0,0,0,0,1,1,2,3,1,0,0,4
527044090,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,2,1,0,1,2,1,0,0,3,0,0,1,4
527127787,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,4,0,0,0,3,0,4,4,0,0,8,0,0,0,8
527171546,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,3,1,0,4,1,0,0,4,0,0,1,5
527212150,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,2,0,0,1,0,0,3,1,2,1,0,2,0,3,3,0,6
527259419,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,4,0,0,7,0,0,0,2,2,3,0,4,0,7,0,4,11
527344109,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,3,0,2,1,0,0,3,0,0,0,3
527587852,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,4,3,1,0,0,4,3,2,6,1,0,0,7,5,0,12
527632430,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,2,6,15,5,1,9,6,1,12,11,7,6,5,29
527771277,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,2,1,0,0,2,2,0,6,1,1,1,2,2,0,5,9
527792560,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2,0,0,1,1,0,1,1,1,0,1,0,4,0,0,4
527856804,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,2,0,0,3,0,0,0,0,3,1,0,1,3,1,0,1,5
527965957,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,2,8,5,25,10,9,0,3,1,28,19,1,13,11,10,19,22,62
528022696,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,4,2,0,4,1,0,2,2,3,2,0,7
528026709,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,2,1,0,0,1,2,0,2,3,2,0,0,5
528084511,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2,0,0,2,1,61,7,13,28,11,5,16,32,15,12,14,73
528190864,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,3,1,6,6,1,5,2,1,7,8,7,0,1,16
528221564,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,7,14,2,22,7,16,4,10,24,11,4,23,26,14,20,12,72
528354315,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,2,0,6,0,0,4,2,1,1,3,5,0,0,8
528361128,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,2,5,4,0,0,2,3,3,0,4,3,3,2,4,12
528616963,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,17,0,12,8,5,7,5,16,12,5,12,13,6,17,14,50
528642357,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,2,0,0,1,0,0,2,1,1,1,0,3,0,4
528747784,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,11,2,1,3,0,2,8,4,2,3,5,14
528760992,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,5,2,3,5,0,5,9,2,9,10,5,3,12,2,5,10,29
528779826,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,4,8,4,3,0,1,4,3,2,9,2,8,6,12,2,4,24
528906761,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,4,0,0,3,3,26,12,7,13,17,1,10,12,12,7,17,48
529023350,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,5,1,2,1,7,6,5,8,4,2,4,10,3,3,7,23
529125580,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,5,0,0,0,0,0,2,0,4,1,0,2,2,0,0,5,7
529300728,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,2,1,10,0,1,1,3,6,2,1,4,1,5,7,3,16
529423661,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,4,0,0,0,0,4,1,0,0,0,0,4,1,5
529510973,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,4,1,0,2,1,2,2,0,3,3,0,5,0,8
529564434,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,4,1,2,1,1,5,1,0,1,7,0,0,1,8
529635847,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1
529660278,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,4,3,4,2,3,0,1,6,0,4,0,10
529708200,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,2,0,0,0,3,0,0,3
529710537,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,4,6,10,8,20,10,8,19,9,0,23,21,7,13,18,59
529828375,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3,2,3,12,0,3,5,0,10,6,0,12,9,3,12,4,28
529843000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,9,2,3,0,23,9,5,24,2,6,10,28,8,5,6,47
529858175,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,2,0,0,1,0,1,2,0,3,1,0,4
529865049,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,4,0,1,18,1,2,6,3,15,10,1,3,3,0,29,0,32
529886171,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,3,0,4,0,4,0,0,0,3,0,0,7,0,7
529953935,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,2,0,0,2
529968340,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,11,0,5,9,9,7,7,1,2,5,10,0,11,26
530023964,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
530056453,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,4,0,1,2,3,1,3,2,1,0,5,1,0,10,0,11
530057665,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,7,2,0,28,2,0,22,5,23,18,3,12,19,17,12,13,61
530176339,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,7,3,0,0,0,0,0,5,2,0,3,0,1,1,8,10
530193749,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,8,4,1,0,2,2,1,4,3,0,9,0,6,0,11,17
530479874,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,3,2,3,2,16,1,2,6,10,8,13,1,3,14,11,4,6,35
530558690,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,7,0,22,5,2,12,8,2,11,13,15,3,4,35
530602439,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,15,2,2,0,3,5,4,10,3,1,10,0,0,19,9,28
530692072,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2,1,0,1,0,2,1,1,0,0,0,4,0,4
530730317,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,4,1,0,1,4,2,0,6,3,1,2,0,0,6,6,12
530904375,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,2,0,1,1,0,1,3,0,0,0,3
531123591,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,5,16,5,8,0,13,8,9,15,9,3,19,16,0,29,10,55
531180906,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,11,1,10,0,0,11,2,2,7,3,2,2,15,22
531247304,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,34,0,8,1,1,0,6,10,13,3,12,10,10,10,14,44
531411841,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2,0,1,2,31,6,3,22,4,1,12,9,6,16,11,42
531820146,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,2,5,4,10,7,1,5,2,14,10,1,7,19,5,4,6,34
531914760,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,27,1,3,0,0,0,7,5,8,1,10,2,11,12,6,31
532312297,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,2,1,1,0,1,0,4,3,3,0,0,6
532326178,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,37,0,0,0,7,0,0,0,3,3,15,10,13,0,44,0,0,44
532353437,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,0,1,18,0,0,4,0,16,3,2,4,7,3,5,10,25
532390287,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,2,4,0,0,1,2,4,2,0,0,1,2,2,3,8
532469012,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,2,0,2,2,0,3,2,0,3,0,0,8,0,8
532686310,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,4,2,17,4,5,7,5,3,8,7,6,5,10,28
532700930,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,3,0,1,0,0,2,2,0,1,0,3,0,2,5
532818685,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,6,3,1,4,0,2,2,5,0,0,4,9
532827861,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,4,0,0,0,0,2,1,0,1,2,0,1,1,4
533251953,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3,3,6,8,4,2,0,2,15,4,1,4,12,5,1,8,26
533275817,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,0,0,0,3,0,1,0,2,0,2,2,3,0,0,5
533277832,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3,8,4,8,13,23,12,15,31,14,1,10,31,19,13,8,71
533308102,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,8,2,1,0,8,2,4,8,6,0,3,3,0,13,5,21
533316588,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,0,0,2,0,0,0,0,2,2,0,0,0,4,0,0,4
533527669,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,2,1,0,0,2,0,2,0,4,0,0,4
533528585,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,3,1,1,0,7,0,3,5,1,2,1,0,6,0,6,12
533567496,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,2,0,2
533753106,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,2,1,0,1,0,0,4,0,0,1,0,0,0,5,5
533814125,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,6,0,1,8,0,0,5,0,10,6,0,4,4,8,1,7,20
533851978,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,5,1,0,0,0,0,1,3,0,3,0,4,0,3,7
533911237,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,2,4,1,0,1,4,1,10,1,0,1,9,0,0,4,13
533920737,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,3,0,2,1,0,4,3,0,1,5,2,0,1,8
533922795,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,2,2,0,0,0,4,0,0,2,6,0,0,0,6
533963437,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,4,2,3,1,1,0,3,0,7,1,0,8
534125276,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,6,1,5,2,12,10,2,16,9,3,7,10,6,4,17,37
534185820,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,8,0,2,8,0,4,4,4,14,2,0,6,3,8,8,7,26
534240493,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,11,2,3,1,8,2,3,7,5,0,12,6,0,21,0,27
534351791,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,4,1,7,4,2,9,2,1,2,8,2,6,0,16
534355178,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,6,11,11,4,0,3,3,7,15,7,0,9,11,0,24,3,38
534449470,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,1,1,0,1,11,0,9,2,1,4,2,5,0,9,16
534526001,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1
534530773,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,2,0,0,0,0,0,1,0,0,2,0,0,3,0,3
534549857,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,5,6,4,0,3,3,2,10,4,1,4,12,2,4,3,21
534683480,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,4,0,2,1,0,1,0,0,0,0,4,4
